Variant1	Class1	PP1	Variant2	Class2	PP2	trait	distance	regionA	regionB
chr1:56905524-56905525	accessible	0.2745	chr1:56905445-56905446	intergenic	0.1344	NEUTRO_COUNT	77	region8	region8
chr16:88559841-88559842	accessible	0.1345	chr16:88559762-88559763	accessible	0.1052	PLT_COUNT	77	region198	region198
chr16:85938755-85938756	intron	0.2375	chr16:85938835-85938836	intron	0.1747	NEUTRO_COUNT	78	region158	region158
chr1:25889422-25889423	promoter	0.2407	chr1:25889342-25889343	promoter	0.1476	PLT_COUNT	78	region1001	region1001
chr11:30749171-30749172	intergenic	0.2718	chr11:30749090-30749091	intergenic	0.2055	HCT	79	region72	region72
chr20:39271400-39271401	intergenic	0.148	chr20:39271481-39271482	intergenic	0.131	LYMPH_COUNT	79	region196	region196
chr1:37940438-37940439	promoter	0.1049	chr1:37940357-37940358	promoter	0.1007	MCH	79	region9	region9
chr1:37940438-37940439	promoter	0.1516	chr1:37940357-37940358	promoter	0.1266	MCV	79	region9	region9
chr11:30749090-30749091	intergenic	0.1573	chr11:30749171-30749172	intergenic	0.1388	RBC_COUNT	79	region78	region78
chr10:94839642-94839643	intergenic	0.5721	chr10:94839724-94839725	intergenic	0.4233	PLT_COUNT	80	region145	region145
chr19:45742011-45742012	intergenic	0.124	chr19:45742094-45742095	intergenic	0.1041	EO_COUNT	81	region183	region183
chr5:154035302-154035303	intergenic	0.2805	chr5:154035385-154035386	intergenic	0.183	MCHC	81	region9	region9
chr11:332293-332294	intergenic	0.1975	chr11:332210-332211	intergenic	0.1328	MPV	81	region134	region134
chr5:154035385-154035386	intergenic	0.5499	chr5:154035302-154035303	intergenic	0.1651	RBC_COUNT	81	region34	region34
chr1:87751490-87751491	intergenic	0.1235	chr1:87751406-87751407	intergenic	0.1033	EO_COUNT	82	region7	region7
chr7:92408370-92408371	accessible	1	chr7:92408455-92408456	accessible	0.187	BASO_COUNT	83	region22	region22
chr19:836059-836060	intergenic	0.2113	chr19:836144-836145	intergenic	0.1798	BASO_COUNT	83	region48	region48
chr7:92408370-92408371	accessible	1	chr7:92408455-92408456	accessible	0.4269	NEUTRO_COUNT	83	region93	region93
chr7:92408370-92408371	accessible	1	chr7:92408455-92408456	accessible	0.3395	WBC_COUNT	83	region129	region129
chr1:9711760-9711761	promoter	0.1284	chr1:9711674-9711675	promoter	0.1096	EO_COUNT	84	region5	region5
chr16:85938595-85938596	intron	0.2499	chr16:85938681-85938682	intron	0.2285	NEUTRO_COUNT	84	region158	region158
chr5:173287763-173287764	accessible	0.116	chr5:173287851-173287852	accessible	0.1147	MCH	86	region46	region46
chr5:173287851-173287852	accessible	0.508	chr5:173287763-173287764	accessible	0.4653	RETIC_COUNT	86	region45	region45
chr8:61637002-61637003	accessible	0.1101	chr8:61636912-61636913	accessible	0.1017	EO_COUNT	88	region116	region116
chr3:12334991-12334992	intron	0.3368	chr3:12335081-12335082	intron	0.1597	EO_COUNT	88	region29	region29
chr15:99248132-99248133	accessible	0.6055	chr15:99248041-99248042	accessible	0.3943	PLT_COUNT	89	region194	region194
chr2:112184714-112184715	intron	0.4688	chr2:112184806-112184807	intron	0.1682	MEAN_RETIC_VOL	90	region19	region19
chr6:33546930-33546931	promoter	0.1319	chr6:33546837-33546838	promoter	0.1169	EO_COUNT	91	region1005	region1005
chr6:33546930-33546931	promoter	0.1688	chr6:33546837-33546838	promoter	0.1397	PLT_COUNT	91	region81	region81
chr20:1930798-1930799	intergenic	0.1158	chr20:1930704-1930705	intergenic	0.1003	PLT_COUNT	92	region226	region226
chr7:16700648-16700649	promoter	0.1533	chr7:16700553-16700554	promoter	0.149	MPV	93	region113	region113
chr8:116667539-116667540	intron	0.2124	chr8:116667634-116667635	intron	0.1517	RETIC_COUNT	93	region78	region78
chr20:3777946-3777947	promoter	0.2572	chr20:3778042-3778043	promoter	0.1542	MCV	94	region199	region199
chr20:3777946-3777947	promoter	0.3959	chr20:3778042-3778043	promoter	0.2859	MEAN_RETIC_VOL	94	region155	region155
chr6:66924747-66924748	intergenic	0.1356	chr6:66924843-66924844	intergenic	0.1181	WBC_COUNT	94	region112	region112
chr19:55074350-55074351	intergenic	0.2962	chr19:55074446-55074447	intergenic	0.1416	WBC_COUNT	94	region226	region226
chr8:30279355-30279356	intron	0.1168	chr8:30279453-30279454	intron	0.1112	MCH	96	region117	region117
chr12:122465836-122465837	accessible	0.1012	chr12:122465738-122465739	intron	0.1711	MCH	96	region139	region139
chr8:30279355-30279356	intron	0.1312	chr8:30279453-30279454	intron	0.1243	MCV	96	region121	region121
chr12:122465836-122465837	accessible	0.1119	chr12:122465738-122465739	intron	0.1229	MCV	96	region144	region144
chr1:20917206-20917207	promoter	0.2856	chr1:20917108-20917109	promoter	0.2714	MEAN_RETIC_VOL	96	region12	region12
chr8:30279355-30279356	intron	0.1617	chr8:30279453-30279454	intron	0.1604	NEUTRO_COUNT	96	region106	region106
chr3:141644175-141644176	intron	0.2314	chr3:141644274-141644275	intron	0.1586	MEAN_RETIC_VOL	97	region27	region27
chr6:82463477-82463478	promoter	0.8797	chr6:82463376-82463377	promoter	0.1179	MONO_COUNT	99	region100	region100
chr5:102512345-102512346	intron	0.145	chr5:102512447-102512448	intron	0.1085	NEUTRO_COUNT	100	region50	region50
chr20:1930897-1930898	intergenic	0.1652	chr20:1931001-1931002	intergenic	0.1282	LYMPH_COUNT	102	region194	region194
chr16:85415734-85415735	accessible	0.2823	chr16:85415838-85415839	accessible	0.1364	PLT_COUNT	102	region200	region200
chr20:1930897-1930898	intergenic	0.2302	chr20:1931001-1931002	intergenic	0.1767	PLT_COUNT	102	region226	region226
chr6:33855709-33855710	promoter	0.5959	chr6:33855604-33855605	promoter	0.4041	PLT_COUNT	103	region1006	region1006
chr1:118174222-118174223	accessible	0.1953	chr1:118174116-118174117	accessible	0.1641	RETIC_COUNT	104	region6	region6
chr5:1280830-1280831	promoter	0.2352	chr5:1280938-1280939	promoter	0.2248	MCV	106	region46	region46
chr1:248020556-248020557	coding	0.1314	chr1:248020448-248020449	promoter	0.1569	MEAN_RETIC_VOL	106	region2	region2
chr1:248020556-248020557	coding	0.311	chr1:248020448-248020449	promoter	0.6887	MPV	106	region3	region3
chr1:247601778-247601779	accessible	0.1689	chr1:247601886-247601887	accessible	0.144	NEUTRO_COUNT	106	region6	region6
chr16:85415734-85415735	accessible	0.2823	chr16:85415626-85415627	accessible	0.1869	PLT_COUNT	106	region200	region200
chr1:247601778-247601779	accessible	0.1622	chr1:247601886-247601887	accessible	0.1513	WBC_COUNT	106	region7	region7
chr5:1280940-1280941	promoter	0.266	chr5:1280830-1280831	promoter	0.163	MCH	108	region44	region44
chr19:17252041-17252042	intron	0.854	chr19:17252151-17252152	intron	0.1165	MCHC	108	region57	region57
chr19:1031550-1031551	intron	0.5914	chr19:1031438-1031439	intron	0.3998	MPV	110	region228	region228
chr2:160677674-160677675	intron	0.2458	chr2:160677559-160677560	intron	0.1605	MCH	113	region23	region23
chr1:248038325-248038326	intron	0.4154	chr1:248038210-248038211	intron	0.1896	PLT_COUNT	113	region1	region1
chr22:37506992-37506993	promoter	0.1257	chr22:37506876-37506877	promoter	0.1032	MCHC	114	region59	region59
chr11:332094-332095	accessible	0.1176	chr11:332210-332211	intergenic	0.1328	MPV	114	region134	region134
chr10:8467037-8467038	accessible	0.4129	chr10:8467155-8467156	accessible	0.3315	MONO_COUNT	116	region135	region135
chr19:33068265-33068266	intergenic	0.1382	chr19:33068146-33068147	intergenic	0.1376	MCV	117	region187	region187
chr17:57885709-57885710	intron	0.2965	chr17:57885828-57885829	intron	0.1017	MONO_COUNT	117	region1005	region1005
chr9:136149830-136149831	promoter	0.1508	chr9:136149711-136149712	promoter	0.1451	NEUTRO_COUNT	117	region111	region111
chr9:136149711-136149712	promoter	0.159	chr9:136149830-136149831	promoter	0.1263	WBC_COUNT	117	region156	region156
chr2:234113301-234113302	coding	0.1624	chr2:234113421-234113422	intron	0.1033	EO_COUNT	118	region24	region24
chr17:2729652-2729653	accessible	0.2202	chr17:2729532-2729533	accessible	0.2115	LYMPH_COUNT	118	region182	region182
chr22:37509965-37509966	intergenic	0.2005	chr22:37509844-37509845	intergenic	0.1509	MCH	119	region191	region191
chr22:37509965-37509966	intergenic	0.208	chr22:37509844-37509845	intergenic	0.197	MCV	119	region204	region204
chr9:4763368-4763369	accessible	1	chr9:4763491-4763492	accessible	1	PLT_COUNT	121	region130	region130
chr4:55408875-55408876	accessible	0.3091	chr4:55408999-55409000	accessible	0.1987	HGB	122	region20	region20
chr14:35871093-35871094	coding	0.389	chr14:35871217-35871218	coding	0.1989	LYMPH_COUNT	122	region165	region165
chr4:55408875-55408876	accessible	0.5976	chr4:55408999-55409000	accessible	0.4685	MEAN_RETIC_VOL	122	region33	region33
chr4:55408999-55409000	accessible	0.6402	chr4:55408875-55408876	accessible	0.105	NEUTRO_COUNT	122	region35	region35
chr4:55408999-55409000	accessible	0.4602	chr4:55408875-55408876	accessible	0.4291	WBC_COUNT	122	region42	region42
chr22:44324730-44324731	coding	0.4847	chr22:44324855-44324856	intron	0.2374	HCT	123	region112	region112
chr22:44324730-44324731	coding	0.4207	chr22:44324855-44324856	intron	0.303	HGB	123	region121	region121
chr11:2320349-2320350	accessible	0.1396	chr11:2320224-2320225	accessible	0.1093	MCV	123	region139	region139
chr22:44324730-44324731	coding	0.4648	chr22:44324855-44324856	intron	0.2006	PLT_COUNT	123	region231	region231
chr5:149458703-149458704	promoter	0.2063	chr5:149458829-149458830	promoter	0.1366	MONO_COUNT	124	region43	region43
chr12:133047979-133047980	accessible	0.809	chr12:133047851-133047852	accessible	0.1455	MCV	126	region147	region147
chr20:4136709-4136710	accessible	0.2027	chr20:4136837-4136838	accessible	0.1474	RETIC_COUNT	126	region131	region131
chr9:135880469-135880470	accessible	0.3621	chr9:135880598-135880599	accessible	0.2912	EO_COUNT	127	region120	region120
chr4:3449652-3449653	coding	0.2768	chr4:3449781-3449782	intron	0.7181	PLT_COUNT	127	region63	region63
chr16:88802119-88802120	promoter	0.1739	chr16:88802248-88802249	promoter	0.1285	RETIC_COUNT	127	region110	region110
chr3:12335212-12335213	intron	0.1626	chr3:12335081-12335082	intron	0.1597	EO_COUNT	129	region29	region29
chr6:41925159-41925160	accessible	0.9349	chr6:41925290-41925291	accessible	0.101	MCH	129	region50	region50
chr12:6160074-6160075	intron	0.2589	chr12:6160205-6160206	intron	0.1513	MPV	129	region147	region147
chr2:46355848-46355849	intron	0.2124	chr2:46355714-46355715	intron	0.1549	HCT	132	region9	region9
chr16:84581684-84581685	intergenic	0.2351	chr16:84581822-84581823	intergenic	0.2266	LYMPH_COUNT	136	region173	region173
chr11:117177603-117177604	intron	0.2303	chr11:117177741-117177742	intron	0.1773	MPV	136	region142	region142
chr16:84581822-84581823	intergenic	0.2205	chr16:84581684-84581685	intergenic	0.1724	NEUTRO_COUNT	136	region158	region158
chr16:84581684-84581685	intergenic	0.2578	chr16:84581822-84581823	intergenic	0.2258	WBC_COUNT	136	region208	region208
chr3:183716609-183716610	intron	0.2217	chr3:183716469-183716470	intron	0.1151	PLT_COUNT	138	region37	region37
chr7:50617592-50617593	accessible	0.1848	chr7:50617451-50617452	accessible	0.1364	LYMPH_COUNT	139	region122	region122
chr9:2622134-2622135	coding	0.1811	chr9:2622278-2622279	promoter	0.1314	HCT	142	region65	region65
chr2:182324186-182324187	accessible	0.569	chr2:182324042-182324043	accessible	0.3148	MONO_COUNT	142	region15	region15
chr12:104304835-104304836	intron	0.492	chr12:104304981-104304982	intron	0.4467	MONO_COUNT	144	region154	region154
chr5:154035385-154035386	intergenic	0.1934	chr5:154035237-154035238	intergenic	0.1929	MCV	146	region47	region47
chr22:43107689-43107690	intron	0.4573	chr22:43107837-43107838	intron	0.4524	MPV	146	region240	region240
chr7:16700798-16700799	promoter	0.3111	chr7:16700648-16700649	promoter	0.1533	MPV	148	region113	region113
chr9:22142756-22142757	intergenic	0.2018	chr9:22142907-22142908	intergenic	0.1973	PLT_COUNT	149	region133	region133
chr17:16894708-16894709	accessible	0.1272	chr17:16894556-16894557	intergenic	0.3356	LYMPH_COUNT	150	region184	region184
chr6:66927422-66927423	intergenic	0.1284	chr6:66927269-66927270	intergenic	0.1013	WBC_COUNT	151	region112	region112
chr22:32871383-32871384	coding	0.2553	chr22:32871227-32871228	coding	0.1176	MEAN_RETIC_VOL	154	region159	region159
chr3:124331756-124331757	intron	0.3727	chr3:124331600-124331601	intron	0.1896	MPV	154	region1002	region1002
chr7:50615064-50615065	intron	0.1452	chr7:50614906-50614907	intron	0.1425	LYMPH_COUNT	156	region122	region122
chr1:205692574-205692575	intron	0.1629	chr1:205692732-205692733	intron	0.1295	LYMPH_COUNT	156	region6	region6
chr15:42235032-42235033	utr	0.3798	chr15:42234874-42234875	utr	0.2011	NEUTRO_COUNT	156	region150	region150
chr6:139843192-139843193	intergenic	0.5237	chr6:139843350-139843351	intergenic	0.1388	RBC_COUNT	156	region39	region39
chr1:205692574-205692575	intron	0.1852	chr1:205692732-205692733	intron	0.1549	WBC_COUNT	156	region8	region8
chr6:41924998-41924999	accessible	1	chr6:41925159-41925160	accessible	0.9349	MCH	159	region50	region50
chr6:41924998-41924999	accessible	1	chr6:41925159-41925160	accessible	0.9987	MCV	159	region54	region54
chr6:41924998-41924999	accessible	1	chr6:41925159-41925160	accessible	0.9971	MEAN_RETIC_VOL	159	region42	region42
chr16:85415626-85415627	accessible	0.1869	chr16:85415465-85415466	intergenic	0.1114	PLT_COUNT	159	region200	region200
chr6:41924998-41924999	accessible	0.9999	chr6:41925159-41925160	accessible	0.9439	RBC_COUNT	159	region37	region37
chr6:41925159-41925160	accessible	0.9607	chr6:41924998-41924999	accessible	0.4779	RETIC_COUNT	159	region57	region57
chr15:44028047-44028048	intergenic	0.2159	chr15:44027885-44027886	intergenic	0.1739	PLT_COUNT	160	region191	region191
chr3:12268027-12268028	accessible	0.1203	chr3:12268191-12268192	intergenic	0.1626	PLT_COUNT	162	region39	region39
chr12:12887811-12887812	intron	0.1302	chr12:12887977-12887978	intron	0.1245	LYMPH_COUNT	164	region152	region152
chr6:134790138-134790139	intron	0.1173	chr6:134790305-134790306	intron	0.1093	RETIC_COUNT	165	region64	region64
chr6:6704699-6704700	accessible	0.1398	chr6:6704531-6704532	intergenic	0.3059	MEAN_RETIC_VOL	166	region69	region69
chr4:38332642-38332643	intergenic	0.1899	chr4:38332812-38332813	intergenic	0.103	LYMPH_COUNT	168	region43	region43
chr16:85946494-85946495	accessible	0.7611	chr16:85946324-85946325	accessible	0.2389	MONO_COUNT	168	region171	region171
chr3:196518623-196518624	intron	0.2242	chr3:196518793-196518794	intron	0.1005	MONO_COUNT	168	region33	region33
chr12:29435675-29435676	accessible	0.2556	chr12:29435505-29435506	accessible	0.1153	PLT_COUNT	168	region162	region162
chr20:48955595-48955596	accessible	0.4666	chr20:48955424-48955425	accessible	0.2113	MONO_COUNT	169	region196	region196
chr7:47445641-47445642	intron	0.3038	chr7:47445812-47445813	intron	0.2458	WBC_COUNT	169	region142	region142
chr6:32421154-32421155	intergenic	0.1588	chr6:32421328-32421329	intergenic	0.1373	EO_COUNT	172	region1005	region1005
chr11:325418-325419	utr	0.2225	chr11:325244-325245	utr	0.2045	EO_COUNT	172	region133	region133
chr13:95896321-95896322	accessible	0.1968	chr13:95896499-95896500	intron	0.1581	PLT_COUNT	176	region174	region174
chr11:117177920-117177921	intron	0.2165	chr11:117177741-117177742	intron	0.1773	MPV	177	region142	region142
chr16:87886545-87886546	accessible	0.2586	chr16:87886726-87886727	accessible	0.2332	MCH	179	region161	region161
chr16:87886726-87886727	accessible	0.2232	chr16:87886545-87886546	accessible	0.1381	MCV	179	region168	region168
chr16:87886726-87886727	accessible	0.293	chr16:87886545-87886546	accessible	0.2388	MEAN_RETIC_VOL	179	region131	region131
chr22:37470041-37470042	intron	0.2601	chr22:37470224-37470225	intron	0.117	BASO_COUNT	181	region52	region52
chr4:123601514-123601515	intron	0.3258	chr4:123601697-123601698	intron	0.288	EO_COUNT	181	region42	region42
chr12:121128699-121128700	intron	0.4564	chr12:121128882-121128883	intron	0.4058	MEAN_RETIC_VOL	181	region110	region110
chr22:37470041-37470042	intron	0.2969	chr22:37470224-37470225	intron	0.1747	NEUTRO_COUNT	181	region182	region182
chr1:247601595-247601596	accessible	0.3763	chr1:247601778-247601779	accessible	0.1689	NEUTRO_COUNT	181	region6	region6
chr9:4856234-4856235	accessible	0.3675	chr9:4856417-4856418	intron	0.144	PLT_COUNT	181	region130	region130
chr1:247601595-247601596	accessible	0.4111	chr1:247601778-247601779	accessible	0.1622	WBC_COUNT	181	region7	region7
chr6:135403927-135403928	intergenic	0.1541	chr6:135404112-135404113	intergenic	0.1184	RBC_COUNT	183	region36	region36
chr1:101702359-101702360	coding	0.4192	chr1:101702547-101702548	coding	0.2768	LYMPH_COUNT	186	region2	region2
chr1:25816847-25816848	intron	0.2976	chr1:25816658-25816659	intron	0.1552	PLT_COUNT	187	region1001	region1001
chr14:74042978-74042979	intergenic	1	chr14:74043168-74043169	intergenic	0.9354	LYMPH_COUNT	188	region160	region160
chr14:74042978-74042979	intergenic	1	chr14:74043168-74043169	intergenic	0.1028	NEUTRO_COUNT	188	region144	region144
chr14:74042978-74042979	intergenic	1	chr14:74043168-74043169	intergenic	0.9535	WBC_COUNT	188	region195	region195
chr10:9043595-9043596	intergenic	0.6718	chr10:9043404-9043405	intergenic	0.2197	EO_COUNT	189	region124	region124
chr4:154457519-154457520	intron	0.2181	chr4:154457328-154457329	intron	0.1657	MPV	189	region57	region57
chr19:49460915-49460916	intron	0.1291	chr19:49460723-49460724	intron	0.109	EO_COUNT	190	region185	region185
chr4:90544821-90544822	intergenic	0.2217	chr4:90544629-90544630	intergenic	0.1427	NEUTRO_COUNT	190	region36	region36
chr6:6901856-6901857	accessible	0.3103	chr6:6901663-6901664	accessible	0.2742	LYMPH_COUNT	191	region103	region103
chr4:90545298-90545299	intergenic	0.543	chr4:90545492-90545493	intergenic	0.3307	EO_COUNT	192	region40	region40
chr4:90545298-90545299	intergenic	0.2158	chr4:90545492-90545493	intergenic	0.1475	LYMPH_COUNT	192	region42	region42
chr17:75370274-75370275	promoter	0.2961	chr17:75370468-75370469	promoter	0.1298	RETIC_COUNT	192	region1005	region1005
chr4:90545298-90545299	intergenic	0.3305	chr4:90545492-90545493	intergenic	0.1117	WBC_COUNT	192	region43	region43
chr12:29435480-29435481	accessible	0.544	chr12:29435675-29435676	accessible	0.1942	MPV	193	region149	region149
chr9:13980152-13980153	intergenic	0.2635	chr9:13980350-13980351	intergenic	0.1573	HCT	196	region67	region67
chr9:13980152-13980153	intergenic	0.3716	chr9:13980350-13980351	intergenic	0.135	RBC_COUNT	196	region68	region68
chr11:76293726-76293727	intergenic	0.2522	chr11:76293527-76293528	intergenic	0.1808	EO_COUNT	197	region132	region132
