Description	File	wget command	Dropbox address
Duration of moderate activity	894.assoc.tsv.gz	wget https://www.dropbox.com/s/tg2oloh1pgbx144/894.assoc.tsv.gz?dl=0 -O 894.assoc.tsv.gz	https://www.dropbox.com/s/tg2oloh1pgbx144/894.assoc.tsv.gz?dl=0
Duration of vigorous activity	914.assoc.tsv.gz	wget https://www.dropbox.com/s/iiswwc021b78hxo/914.assoc.tsv.gz?dl=0 -O 914.assoc.tsv.gz	https://www.dropbox.com/s/iiswwc021b78hxo/914.assoc.tsv.gz?dl=0
Job involves mainly walking or standing	806.assoc.tsv.gz	wget https://www.dropbox.com/s/xdoswl5cyr3viwp/806.assoc.tsv.gz?dl=0 -O 806.assoc.tsv.gz	https://www.dropbox.com/s/xdoswl5cyr3viwp/806.assoc.tsv.gz?dl=0
Usual walking pace	924.assoc.tsv.gz	wget https://www.dropbox.com/s/6lze06f78kybrz2/924.assoc.tsv.gz?dl=0 -O 924.assoc.tsv.gz	https://www.dropbox.com/s/6lze06f78kybrz2/924.assoc.tsv.gz?dl=0
Cancer code, self-reported: malignant lymph node, unspecified	20001_1070.assoc.tsv.gz	wget https://www.dropbox.com/s/m9bk6rwutpci714/20001_1070.assoc.tsv.gz?dl=0 -O 20001_1070.assoc.tsv.gz	https://www.dropbox.com/s/m9bk6rwutpci714/20001_1070.assoc.tsv.gz?dl=0
Job involves heavy manual or physical work	816.assoc.tsv.gz	wget https://www.dropbox.com/s/cxyvy7l0u38jyqe/816.assoc.tsv.gz?dl=0 -O 816.assoc.tsv.gz	https://www.dropbox.com/s/cxyvy7l0u38jyqe/816.assoc.tsv.gz?dl=0
Frequency of stair climbing in last 4 weeks	943.assoc.tsv.gz	wget https://www.dropbox.com/s/kna9qcjd1jv9h4b/943.assoc.tsv.gz?dl=0 -O 943.assoc.tsv.gz	https://www.dropbox.com/s/kna9qcjd1jv9h4b/943.assoc.tsv.gz?dl=0
Cancer code, self-reported: cin/pre-cancer cells cervix	20001_1072.assoc.tsv.gz	wget https://www.dropbox.com/s/zvk5tf5z1sxpwv9/20001_1072.assoc.tsv.gz?dl=0 -O 20001_1072.assoc.tsv.gz	https://www.dropbox.com/s/zvk5tf5z1sxpwv9/20001_1072.assoc.tsv.gz?dl=0
Frequency of walking for pleasure in last 4 weeks	971.assoc.tsv.gz	wget https://www.dropbox.com/s/1qw0dd4z3v36n7h/971.assoc.tsv.gz?dl=0 -O 971.assoc.tsv.gz	https://www.dropbox.com/s/1qw0dd4z3v36n7h/971.assoc.tsv.gz?dl=0
Cancer code, self-reported: rodent ulcer	20001_1073.assoc.tsv.gz	wget https://www.dropbox.com/s/6s3rax6xclo157f/20001_1073.assoc.tsv.gz?dl=0 -O 20001_1073.assoc.tsv.gz	https://www.dropbox.com/s/6s3rax6xclo157f/20001_1073.assoc.tsv.gz?dl=0
Duration walking for pleasure	981.assoc.tsv.gz	wget https://www.dropbox.com/s/v5qf8mzb6rl3efe/981.assoc.tsv.gz?dl=0 -O 981.assoc.tsv.gz	https://www.dropbox.com/s/v5qf8mzb6rl3efe/981.assoc.tsv.gz?dl=0
Cancer code, self-reported: unclassifiable	20001_99999.assoc.tsv.gz	wget https://www.dropbox.com/s/82lp7jcaiv6x9um/20001_99999.assoc.tsv.gz?dl=0 -O 20001_99999.assoc.tsv.gz	https://www.dropbox.com/s/82lp7jcaiv6x9um/20001_99999.assoc.tsv.gz?dl=0
Distance between home and job workplace	796.assoc.tsv.gz	wget https://www.dropbox.com/s/9sglj93xt3cosqa/796.assoc.tsv.gz?dl=0 -O 796.assoc.tsv.gz	https://www.dropbox.com/s/9sglj93xt3cosqa/796.assoc.tsv.gz?dl=0
Frequency of strenuous sports in last 4 weeks	991.assoc.tsv.gz	wget https://www.dropbox.com/s/5roj9ot1lyj04ce/991.assoc.tsv.gz?dl=0 -O 991.assoc.tsv.gz	https://www.dropbox.com/s/5roj9ot1lyj04ce/991.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: hypertension	20002_1065.assoc.tsv.gz	wget https://www.dropbox.com/s/qf9kdp8a0bw9jrv/20002_1065.assoc.tsv.gz?dl=0 -O 20002_1065.assoc.tsv.gz	https://www.dropbox.com/s/qf9kdp8a0bw9jrv/20002_1065.assoc.tsv.gz?dl=0
Age completed full time education	845.assoc.tsv.gz	wget https://www.dropbox.com/s/3qbc7kizv83ag6y/845.assoc.tsv.gz?dl=0 -O 845.assoc.tsv.gz	https://www.dropbox.com/s/3qbc7kizv83ag6y/845.assoc.tsv.gz?dl=0
Time employed in main current job	757.assoc.tsv.gz	wget https://www.dropbox.com/s/j2o3zaruq0j88dz/757.assoc.tsv.gz?dl=0 -O 757.assoc.tsv.gz	https://www.dropbox.com/s/j2o3zaruq0j88dz/757.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: heart/cardiac problem	20002_1066.assoc.tsv.gz	wget https://www.dropbox.com/s/wph3w0va8rvhdkd/20002_1066.assoc.tsv.gz?dl=0 -O 20002_1066.assoc.tsv.gz	https://www.dropbox.com/s/wph3w0va8rvhdkd/20002_1066.assoc.tsv.gz?dl=0
Length of working week for main job	767.assoc.tsv.gz	wget https://www.dropbox.com/s/h1ma23xjluee4zi/767.assoc.tsv.gz?dl=0 -O 767.assoc.tsv.gz	https://www.dropbox.com/s/h1ma23xjluee4zi/767.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: peripheral vascular disease	20002_1067.assoc.tsv.gz	wget https://www.dropbox.com/s/oq3ywf6lvkjepgw/20002_1067.assoc.tsv.gz?dl=0 -O 20002_1067.assoc.tsv.gz	https://www.dropbox.com/s/oq3ywf6lvkjepgw/20002_1067.assoc.tsv.gz?dl=0
Frequency of travelling from home to job workplace	777.assoc.tsv.gz	wget https://www.dropbox.com/s/d9ssadl2gqvm2u9/777.assoc.tsv.gz?dl=0 -O 777.assoc.tsv.gz	https://www.dropbox.com/s/d9ssadl2gqvm2u9/777.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: venous thromboembolic disease	20002_1068.assoc.tsv.gz	wget https://www.dropbox.com/s/ec9w74lm1ikmlxb/20002_1068.assoc.tsv.gz?dl=0 -O 20002_1068.assoc.tsv.gz	https://www.dropbox.com/s/ec9w74lm1ikmlxb/20002_1068.assoc.tsv.gz?dl=0
Chest pain felt during physical activity	6015.assoc.tsv.gz	wget https://www.dropbox.com/s/29ygmx2463kf8jv/6015.assoc.tsv.gz?dl=0 -O 6015.assoc.tsv.gz	https://www.dropbox.com/s/29ygmx2463kf8jv/6015.assoc.tsv.gz?dl=0
Heel bone mineral density (BMD) T-score, automated	78.assoc.tsv.gz	wget https://www.dropbox.com/s/epoy7mq7q33lf8q/78.assoc.tsv.gz?dl=0 -O 78.assoc.tsv.gz	https://www.dropbox.com/s/epoy7mq7q33lf8q/78.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: essential hypertension	20002_1072.assoc.tsv.gz	wget https://www.dropbox.com/s/7urn5nx361cdt34/20002_1072.assoc.tsv.gz?dl=0 -O 20002_1072.assoc.tsv.gz	https://www.dropbox.com/s/7urn5nx361cdt34/20002_1072.assoc.tsv.gz?dl=0
Chest pain felt outside physical activity	6016.assoc.tsv.gz	wget https://www.dropbox.com/s/856py52wy90u0vt/6016.assoc.tsv.gz?dl=0 -O 6016.assoc.tsv.gz	https://www.dropbox.com/s/856py52wy90u0vt/6016.assoc.tsv.gz?dl=0
Number of days/week walked 10+ minutes	864.assoc.tsv.gz	wget https://www.dropbox.com/s/wbhk149bjq9ejtv/864.assoc.tsv.gz?dl=0 -O 864.assoc.tsv.gz	https://www.dropbox.com/s/wbhk149bjq9ejtv/864.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: gestational hypertension/pre-eclampsia	20002_1073.assoc.tsv.gz	wget https://www.dropbox.com/s/2yd35hdzq8mjeaw/20002_1073.assoc.tsv.gz?dl=0 -O 20002_1073.assoc.tsv.gz	https://www.dropbox.com/s/2yd35hdzq8mjeaw/20002_1073.assoc.tsv.gz?dl=0
Able to walk or cycle unaided for 10 minutes	6017.assoc.tsv.gz	wget https://www.dropbox.com/s/g6m7t41qtso0non/6017.assoc.tsv.gz?dl=0 -O 6017.assoc.tsv.gz	https://www.dropbox.com/s/g6m7t41qtso0non/6017.assoc.tsv.gz?dl=0
Duration of walks	874.assoc.tsv.gz	wget https://www.dropbox.com/s/sqziwvgrqnzfgp6/874.assoc.tsv.gz?dl=0 -O 874.assoc.tsv.gz	https://www.dropbox.com/s/sqziwvgrqnzfgp6/874.assoc.tsv.gz?dl=0
Maximum workload during fitness test	6032.assoc.tsv.gz	wget https://www.dropbox.com/s/s1zq3yvcfjvx4q5/6032.assoc.tsv.gz?dl=0 -O 6032.assoc.tsv.gz	https://www.dropbox.com/s/s1zq3yvcfjvx4q5/6032.assoc.tsv.gz?dl=0
Number of days/week of moderate physical activity 10+ minutes	884.assoc.tsv.gz	wget https://www.dropbox.com/s/813zzm7862kzhf9/884.assoc.tsv.gz?dl=0 -O 884.assoc.tsv.gz	https://www.dropbox.com/s/813zzm7862kzhf9/884.assoc.tsv.gz?dl=0
Maximum heart rate during fitness test	6033.assoc.tsv.gz	wget https://www.dropbox.com/s/vtvycsh7dj9r10v/6033.assoc.tsv.gz?dl=0 -O 6033.assoc.tsv.gz	https://www.dropbox.com/s/vtvycsh7dj9r10v/6033.assoc.tsv.gz?dl=0
Target heart rate achieved	6034.assoc.tsv.gz	wget https://www.dropbox.com/s/r79l1171v10az7q/6034.assoc.tsv.gz?dl=0 -O 6034.assoc.tsv.gz	https://www.dropbox.com/s/r79l1171v10az7q/6034.assoc.tsv.gz?dl=0
Number of trend entries	6038.assoc.tsv.gz	wget https://www.dropbox.com/s/k8n1h4qd45mn884/6038.assoc.tsv.gz?dl=0 -O 6038.assoc.tsv.gz	https://www.dropbox.com/s/k8n1h4qd45mn884/6038.assoc.tsv.gz?dl=0
Job involves shift work	826.assoc.tsv.gz	wget https://www.dropbox.com/s/8wxvyvfapwf50le/826.assoc.tsv.gz?dl=0 -O 826.assoc.tsv.gz	https://www.dropbox.com/s/8wxvyvfapwf50le/826.assoc.tsv.gz?dl=0
Duration of fitness test	6039.assoc.tsv.gz	wget https://www.dropbox.com/s/t3lpxfw5yzg6a69/6039.assoc.tsv.gz?dl=0 -O 6039.assoc.tsv.gz	https://www.dropbox.com/s/t3lpxfw5yzg6a69/6039.assoc.tsv.gz?dl=0
Qualifications: None of the above	6138_100.assoc.tsv.gz	wget https://www.dropbox.com/s/4uwdjchmjt6uvn5/6138_100.assoc.tsv.gz?dl=0 -O 6138_100.assoc.tsv.gz	https://www.dropbox.com/s/4uwdjchmjt6uvn5/6138_100.assoc.tsv.gz?dl=0
Qualifications: College or University degree	6138_1.assoc.tsv.gz	wget https://www.dropbox.com/s/8o049vuav7emeix/6138_1.assoc.tsv.gz?dl=0 -O 6138_1.assoc.tsv.gz	https://www.dropbox.com/s/8o049vuav7emeix/6138_1.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: angina	20002_1074.assoc.tsv.gz	wget https://www.dropbox.com/s/a40ddbjg97q1e01/20002_1074.assoc.tsv.gz?dl=0 -O 20002_1074.assoc.tsv.gz	https://www.dropbox.com/s/a40ddbjg97q1e01/20002_1074.assoc.tsv.gz?dl=0
Fracture resulting from simple fall	3005.assoc.tsv.gz	wget https://www.dropbox.com/s/py8uyj0rjzfv60c/3005.assoc.tsv.gz?dl=0 -O 3005.assoc.tsv.gz	https://www.dropbox.com/s/py8uyj0rjzfv60c/3005.assoc.tsv.gz?dl=0
Qualifications: A levels/AS levels or equivalent	6138_2.assoc.tsv.gz	wget https://www.dropbox.com/s/c1mvk5bmyh4xz90/6138_2.assoc.tsv.gz?dl=0 -O 6138_2.assoc.tsv.gz	https://www.dropbox.com/s/c1mvk5bmyh4xz90/6138_2.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: heart attack/myocardial infarction	20002_1075.assoc.tsv.gz	wget https://www.dropbox.com/s/pvk21np2g70h8z1/20002_1075.assoc.tsv.gz?dl=0 -O 20002_1075.assoc.tsv.gz	https://www.dropbox.com/s/pvk21np2g70h8z1/20002_1075.assoc.tsv.gz?dl=0
Creatinine (enzymatic) in urine	30510.assoc.tsv.gz	wget https://www.dropbox.com/s/qo6r4nj0s3kcg27/30510.assoc.tsv.gz?dl=0 -O 30510.assoc.tsv.gz	https://www.dropbox.com/s/qo6r4nj0s3kcg27/30510.assoc.tsv.gz?dl=0
Qualifications: O levels/GCSEs or equivalent	6138_3.assoc.tsv.gz	wget https://www.dropbox.com/s/9l1o6hkkatuz0x8/6138_3.assoc.tsv.gz?dl=0 -O 6138_3.assoc.tsv.gz	https://www.dropbox.com/s/9l1o6hkkatuz0x8/6138_3.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: heart failure/pulmonary odema	20002_1076.assoc.tsv.gz	wget https://www.dropbox.com/s/m2gt6mitm0897u2/20002_1076.assoc.tsv.gz?dl=0 -O 20002_1076.assoc.tsv.gz	https://www.dropbox.com/s/m2gt6mitm0897u2/20002_1076.assoc.tsv.gz?dl=0
Potassium in urine	30520.assoc.tsv.gz	wget https://www.dropbox.com/s/z29ewigm7x5760x/30520.assoc.tsv.gz?dl=0 -O 30520.assoc.tsv.gz	https://www.dropbox.com/s/z29ewigm7x5760x/30520.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: heart arrhythmia	20002_1077.assoc.tsv.gz	wget https://www.dropbox.com/s/to8oyvucl0rxmz6/20002_1077.assoc.tsv.gz?dl=0 -O 20002_1077.assoc.tsv.gz	https://www.dropbox.com/s/to8oyvucl0rxmz6/20002_1077.assoc.tsv.gz?dl=0
Sodium in urine	30530.assoc.tsv.gz	wget https://www.dropbox.com/s/m8kwazqgr10s9r9/30530.assoc.tsv.gz?dl=0 -O 30530.assoc.tsv.gz	https://www.dropbox.com/s/m8kwazqgr10s9r9/30530.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: heart valve problem/heart murmur	20002_1078.assoc.tsv.gz	wget https://www.dropbox.com/s/edeqwqtlqtqbcml/20002_1078.assoc.tsv.gz?dl=0 -O 20002_1078.assoc.tsv.gz	https://www.dropbox.com/s/edeqwqtlqtqbcml/20002_1078.assoc.tsv.gz?dl=0
Forced vital capacity (FVC)	3062.assoc.tsv.gz	wget https://www.dropbox.com/s/5d1x9vwzf3jj2v9/3062.assoc.tsv.gz?dl=0 -O 3062.assoc.tsv.gz	https://www.dropbox.com/s/5d1x9vwzf3jj2v9/3062.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: A41.9 Septicaemia, unspecified	40001_A419.assoc.tsv.gz	wget https://www.dropbox.com/s/65570k9b6ibyyyh/40001_A419.assoc.tsv.gz?dl=0 -O 40001_A419.assoc.tsv.gz	https://www.dropbox.com/s/65570k9b6ibyyyh/40001_A419.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: cardiomyopathy	20002_1079.assoc.tsv.gz	wget https://www.dropbox.com/s/uv6rqays6ynm5kb/20002_1079.assoc.tsv.gz?dl=0 -O 20002_1079.assoc.tsv.gz	https://www.dropbox.com/s/uv6rqays6ynm5kb/20002_1079.assoc.tsv.gz?dl=0
Forced expiratory volume in 1-second (FEV1)	3063.assoc.tsv.gz	wget https://www.dropbox.com/s/ujjmyxwbs0o1wgp/3063.assoc.tsv.gz?dl=0 -O 3063.assoc.tsv.gz	https://www.dropbox.com/s/ujjmyxwbs0o1wgp/3063.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: A81.0 Creutzfeldt-Jakob disease	40001_A810.assoc.tsv.gz	wget https://www.dropbox.com/s/3qs4rvcea1ujxms/40001_A810.assoc.tsv.gz?dl=0 -O 40001_A810.assoc.tsv.gz	https://www.dropbox.com/s/3qs4rvcea1ujxms/40001_A810.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: pericardial problem	20002_1080.assoc.tsv.gz	wget https://www.dropbox.com/s/vli060yddhgptle/20002_1080.assoc.tsv.gz?dl=0 -O 20002_1080.assoc.tsv.gz	https://www.dropbox.com/s/vli060yddhgptle/20002_1080.assoc.tsv.gz?dl=0
Peak expiratory flow (PEF)	3064.assoc.tsv.gz	wget https://www.dropbox.com/s/3842xm7sdadzla9/3064.assoc.tsv.gz?dl=0 -O 3064.assoc.tsv.gz	https://www.dropbox.com/s/3842xm7sdadzla9/3064.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C02.9 Tongue, unspecified	40001_C029.assoc.tsv.gz	wget https://www.dropbox.com/s/0rxtrgaoz8daall/40001_C029.assoc.tsv.gz?dl=0 -O 40001_C029.assoc.tsv.gz	https://www.dropbox.com/s/0rxtrgaoz8daall/40001_C029.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: stroke	20002_1081.assoc.tsv.gz	wget https://www.dropbox.com/s/s0wqb81rfh21cd1/20002_1081.assoc.tsv.gz?dl=0 -O 20002_1081.assoc.tsv.gz	https://www.dropbox.com/s/s0wqb81rfh21cd1/20002_1081.assoc.tsv.gz?dl=0
Pace-maker	3079.assoc.tsv.gz	wget https://www.dropbox.com/s/ixbe6lp071s8re3/3079.assoc.tsv.gz?dl=0 -O 3079.assoc.tsv.gz	https://www.dropbox.com/s/ixbe6lp071s8re3/3079.assoc.tsv.gz?dl=0
Qualifications: CSEs or equivalent	6138_4.assoc.tsv.gz	wget https://www.dropbox.com/s/0g80kv5ntfum5ok/6138_4.assoc.tsv.gz?dl=0 -O 6138_4.assoc.tsv.gz	https://www.dropbox.com/s/0g80kv5ntfum5ok/6138_4.assoc.tsv.gz?dl=0
Used an inhaler for chest within last hour	3090.assoc.tsv.gz	wget https://www.dropbox.com/s/slobayrai2ehrvz/3090.assoc.tsv.gz?dl=0 -O 3090.assoc.tsv.gz	https://www.dropbox.com/s/slobayrai2ehrvz/3090.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: C10.9 Oropharynx, unspecified	40001_C109.assoc.tsv.gz	wget https://www.dropbox.com/s/b3m7n03kbbcxe35/40001_C109.assoc.tsv.gz?dl=0 -O 40001_C109.assoc.tsv.gz	https://www.dropbox.com/s/b3m7n03kbbcxe35/40001_C109.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: subdural haemorrhage/haematoma	20002_1083.assoc.tsv.gz	wget https://www.dropbox.com/s/asp0fd95vyot6cv/20002_1083.assoc.tsv.gz?dl=0 -O 20002_1083.assoc.tsv.gz	https://www.dropbox.com/s/asp0fd95vyot6cv/20002_1083.assoc.tsv.gz?dl=0
Smoked cigarette or pipe within last hour	3159.assoc.tsv.gz	wget https://www.dropbox.com/s/fzflsvfj828wgig/3159.assoc.tsv.gz?dl=0 -O 3159.assoc.tsv.gz	https://www.dropbox.com/s/fzflsvfj828wgig/3159.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: transient ischaemic attack (tia)	20002_1082.assoc.tsv.gz	wget https://www.dropbox.com/s/ncpyrctp6ntfwgu/20002_1082.assoc.tsv.gz?dl=0 -O 20002_1082.assoc.tsv.gz	https://www.dropbox.com/s/ncpyrctp6ntfwgu/20002_1082.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: subarachnoid haemorrhage	20002_1086.assoc.tsv.gz	wget https://www.dropbox.com/s/11vpg0buyq5gtec/20002_1086.assoc.tsv.gz?dl=0 -O 20002_1086.assoc.tsv.gz	https://www.dropbox.com/s/11vpg0buyq5gtec/20002_1086.assoc.tsv.gz?dl=0
Treatment/medication code: nitromin 400micrograms cfc-free spray	20003_1141145630.assoc.tsv.gz	wget https://www.dropbox.com/s/vtbnc94515k5zu1/20003_1141145630.assoc.tsv.gz?dl=0 -O 20003_1141145630.assoc.tsv.gz	https://www.dropbox.com/s/vtbnc94515k5zu1/20003_1141145630.assoc.tsv.gz?dl=0
Treatment/medication code: senokot 7.5mg tablet	20003_1140851088.assoc.tsv.gz	wget https://www.dropbox.com/s/oeufgmxknj281tp/20003_1140851088.assoc.tsv.gz?dl=0 -O 20003_1140851088.assoc.tsv.gz	https://www.dropbox.com/s/oeufgmxknj281tp/20003_1140851088.assoc.tsv.gz?dl=0
Treatment/medication code: nasobec aqueous 50micrograms nasal spray	20003_1141145638.assoc.tsv.gz	wget https://www.dropbox.com/s/b5258kl69fw3sce/20003_1141145638.assoc.tsv.gz?dl=0 -O 20003_1141145638.assoc.tsv.gz	https://www.dropbox.com/s/b5258kl69fw3sce/20003_1141145638.assoc.tsv.gz?dl=0
Treatment/medication code: carvedilol	20003_1140909368.assoc.tsv.gz	wget https://www.dropbox.com/s/lqfv76ylw2vzcgb/20003_1140909368.assoc.tsv.gz?dl=0 -O 20003_1140909368.assoc.tsv.gz	https://www.dropbox.com/s/lqfv76ylw2vzcgb/20003_1140909368.assoc.tsv.gz?dl=0
Treatment/medication code: gtn 400micrograms spray	20003_1140851812.assoc.tsv.gz	wget https://www.dropbox.com/s/8feiyqa7muk4yzp/20003_1140851812.assoc.tsv.gz?dl=0 -O 20003_1140851812.assoc.tsv.gz	https://www.dropbox.com/s/8feiyqa7muk4yzp/20003_1140851812.assoc.tsv.gz?dl=0
Treatment/medication code: valsartan	20003_1141145660.assoc.tsv.gz	wget https://www.dropbox.com/s/hia1nry1svh6wng/20003_1141145660.assoc.tsv.gz?dl=0 -O 20003_1141145660.assoc.tsv.gz	https://www.dropbox.com/s/hia1nry1svh6wng/20003_1141145660.assoc.tsv.gz?dl=0
Treatment/medication code: chondroitin product	20003_1187.assoc.tsv.gz	wget https://www.dropbox.com/s/26aj8oadxxkp8r6/20003_1187.assoc.tsv.gz?dl=0 -O 20003_1187.assoc.tsv.gz	https://www.dropbox.com/s/26aj8oadxxkp8r6/20003_1187.assoc.tsv.gz?dl=0
Treatment/medication code: opticrom allergy eye drops	20003_1140909482.assoc.tsv.gz	wget https://www.dropbox.com/s/646tndveuj7w3eh/20003_1140909482.assoc.tsv.gz?dl=0 -O 20003_1140909482.assoc.tsv.gz	https://www.dropbox.com/s/646tndveuj7w3eh/20003_1140909482.assoc.tsv.gz?dl=0
Treatment/medication code: omega-3/fish oil supplement	20003_1193.assoc.tsv.gz	wget https://www.dropbox.com/s/e50a4m52pf5au7q/20003_1193.assoc.tsv.gz?dl=0 -O 20003_1193.assoc.tsv.gz	https://www.dropbox.com/s/e50a4m52pf5au7q/20003_1193.assoc.tsv.gz?dl=0
Treatment/medication code: st john's wort/hypericum [ctsu]	20003_1201.assoc.tsv.gz	wget https://www.dropbox.com/s/498o5q4b71wpqpw/20003_1201.assoc.tsv.gz?dl=0 -O 20003_1201.assoc.tsv.gz	https://www.dropbox.com/s/498o5q4b71wpqpw/20003_1201.assoc.tsv.gz?dl=0
Treatment/medication code: vitamin a	20003_1140852756.assoc.tsv.gz	wget https://www.dropbox.com/s/cztpek1v4suvibs/20003_1140852756.assoc.tsv.gz?dl=0 -O 20003_1140852756.assoc.tsv.gz	https://www.dropbox.com/s/cztpek1v4suvibs/20003_1140852756.assoc.tsv.gz?dl=0
Treatment/medication code: diovan 40mg capsule	20003_1141145668.assoc.tsv.gz	wget https://www.dropbox.com/s/dd1g1lkteddygoi/20003_1141145668.assoc.tsv.gz?dl=0 -O 20003_1141145668.assoc.tsv.gz	https://www.dropbox.com/s/dd1g1lkteddygoi/20003_1141145668.assoc.tsv.gz?dl=0
Treatment/medication code: Free-text entry, unable to be coded	20003_99999.assoc.tsv.gz	wget https://www.dropbox.com/s/z4fc1yhr4cz9fb5/20003_99999.assoc.tsv.gz?dl=0 -O 20003_99999.assoc.tsv.gz	https://www.dropbox.com/s/z4fc1yhr4cz9fb5/20003_99999.assoc.tsv.gz?dl=0
Treatment/medication code: losec 10mg capsule	20003_1140909578.assoc.tsv.gz	wget https://www.dropbox.com/s/98polnhcog8hala/20003_1140909578.assoc.tsv.gz?dl=0 -O 20003_1140909578.assoc.tsv.gz	https://www.dropbox.com/s/98polnhcog8hala/20003_1140909578.assoc.tsv.gz?dl=0
Treatment/medication code: co-enzyme q10/ubiquinone/bio-quinone/coenzyme q10	20003_1189.assoc.tsv.gz	wget https://www.dropbox.com/s/n964resuaq0jlsb/20003_1189.assoc.tsv.gz?dl=0 -O 20003_1189.assoc.tsv.gz	https://www.dropbox.com/s/n964resuaq0jlsb/20003_1189.assoc.tsv.gz?dl=0
Treatment/medication code: vitamin c product	20003_1195.assoc.tsv.gz	wget https://www.dropbox.com/s/27h1483wlzgo2qu/20003_1195.assoc.tsv.gz?dl=0 -O 20003_1195.assoc.tsv.gz	https://www.dropbox.com/s/27h1483wlzgo2qu/20003_1195.assoc.tsv.gz?dl=0
Treatment/medication code: aloe vera product	20003_1203.assoc.tsv.gz	wget https://www.dropbox.com/s/f50trry1nbpgxz6/20003_1203.assoc.tsv.gz?dl=0 -O 20003_1203.assoc.tsv.gz	https://www.dropbox.com/s/f50trry1nbpgxz6/20003_1203.assoc.tsv.gz?dl=0
Treatment/medication code: vitamin a+d capsule	20003_1140852766.assoc.tsv.gz	wget https://www.dropbox.com/s/v2dqu8vosmliemi/20003_1140852766.assoc.tsv.gz?dl=0 -O 20003_1140852766.assoc.tsv.gz	https://www.dropbox.com/s/v2dqu8vosmliemi/20003_1140852766.assoc.tsv.gz?dl=0
Treatment/medication code: minerals - magnesium	20003_1141145812.assoc.tsv.gz	wget https://www.dropbox.com/s/17843v5jtr8no97/20003_1141145812.assoc.tsv.gz?dl=0 -O 20003_1141145812.assoc.tsv.gz	https://www.dropbox.com/s/17843v5jtr8no97/20003_1141145812.assoc.tsv.gz?dl=0
Treatment/medication code: cod liver oil capsule	20003_1140909674.assoc.tsv.gz	wget https://www.dropbox.com/s/kj2fc535edvxkyg/20003_1140909674.assoc.tsv.gz?dl=0 -O 20003_1140909674.assoc.tsv.gz	https://www.dropbox.com/s/kj2fc535edvxkyg/20003_1140909674.assoc.tsv.gz?dl=0
Treatment/medication code: saw palmetto product	20003_1205.assoc.tsv.gz	wget https://www.dropbox.com/s/63mxf95wzmn2k8s/20003_1205.assoc.tsv.gz?dl=0 -O 20003_1205.assoc.tsv.gz	https://www.dropbox.com/s/63mxf95wzmn2k8s/20003_1205.assoc.tsv.gz?dl=0
Treatment/medication code: calcium+vitamin d 500units tablet	20003_1140852948.assoc.tsv.gz	wget https://www.dropbox.com/s/zwm7rif6wty2585/20003_1140852948.assoc.tsv.gz?dl=0 -O 20003_1140852948.assoc.tsv.gz	https://www.dropbox.com/s/zwm7rif6wty2585/20003_1140852948.assoc.tsv.gz?dl=0
Treatment/medication code: letrozole	20003_1141145896.assoc.tsv.gz	wget https://www.dropbox.com/s/bwpx7x19uc4d7ib/20003_1141145896.assoc.tsv.gz?dl=0 -O 20003_1141145896.assoc.tsv.gz	https://www.dropbox.com/s/bwpx7x19uc4d7ib/20003_1141145896.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: leg claudication/ intermittent claudication	20002_1087.assoc.tsv.gz	wget https://www.dropbox.com/s/n8dh4y3x79mvwoq/20002_1087.assoc.tsv.gz?dl=0 -O 20002_1087.assoc.tsv.gz	https://www.dropbox.com/s/n8dh4y3x79mvwoq/20002_1087.assoc.tsv.gz?dl=0
Treatment/medication code: sulfasalazine	20003_1140909702.assoc.tsv.gz	wget https://www.dropbox.com/s/yczi5sqdzfmmfbg/20003_1140909702.assoc.tsv.gz?dl=0 -O 20003_1140909702.assoc.tsv.gz	https://www.dropbox.com/s/yczi5sqdzfmmfbg/20003_1140909702.assoc.tsv.gz?dl=0
